trip_id,vehicle_id,origin,origin_lat,origin_lon,destination,dest_lat,dest_lon,distance_km,n_passengers,avg_speed_kmh,grade_avg,n_stops,temperature_C,hour,timestamp_sec,wait_time_sec,energy_kWh,deadhead_km,deadhead_energy_kWh,soc_after
181,136,McCormick Student Village,41.835527,-87.624207,Kaplan Institute,41.836861,-87.6283,0.4811,7,16.29,0.01067,1,1.32,7,25691.183109204238,0.0,0.359445,0.0,0.0,0.947
244,23,McCormick Tribune Campus Center,41.835621,-87.625887,McCormick Student Village,41.835527,-87.624207,0.1814,6,20.78,6e-05,1,0.01,7,25768.637362207253,0.0,0.108121,0.0,0.0,0.9471
276,58,Paul Galvin Library,41.833675,-87.628336,The Commons,41.83604,-87.625535,0.4559,3,18.61,-0.00311,3,1.14,7,25713.33891869487,0.0,0.233663,0.0,0.0,0.948
237,19,McCormick Tribune Campus Center,41.835621,-87.625887,Farr Hall,41.834344,-87.623795,0.2913,5,18.11,0.00438,0,1.26,7,25744.488583445764,0.0,0.175269,0.0,0.0,0.9424
81,99,Cunningham Hall,41.83774,-87.623975,The Commons,41.83604,-87.625535,0.2977,3,21.64,-0.00101,2,0.68,7,25755.705774987127,0.0,0.163792,0.0,0.0,0.9486
374,6,The Commons,41.83604,-87.625535,Grover M. Herman Hall,41.835681,-87.628387,0.3115,4,19.28,0.00427,0,1.49,7,25780.906083799382,0.0,0.180026,0.0,0.0,0.9455
127,21,Grover M. Herman Hall,41.835681,-87.628387,Paul Galvin Library,41.833675,-87.628336,0.29,7,17.31,0.00038,2,0.68,7,25801.322205931472,0.0,0.176889,0.0,0.0,0.9485
216,152,McCormick Student Village,41.835527,-87.624207,S.R. Crown Hall,41.833199,-87.627273,0.4715,5,19.61,0.00048,1,3.25,7,25793.333336625972,0.0,0.239817,0.0,0.0,0.948
333,0,Rowe Village Middle,41.833712,-87.626167,Main Building,41.834303,-87.629281,0.3461,7,24.71,-0.00151,1,-1.79,7,25830.798379580978,0.0,0.179788,0.0,0.0,0.9413
249,57,McCormick Tribune Campus Center,41.835621,-87.625887,Pritzker Science Center,41.83793,-87.62738,0.3705,3,23.46,-0.00239,3,2.86,7,25825.541735288676,0.0,0.193193,0.0,0.0,0.9484
71,115,Cunningham Hall,41.83774,-87.623975,Perlstein Hall,41.835479,-87.627146,0.4727,6,21.84,0.00679,0,2.8,7,25808.16622705979,0.0,0.274786,0.0,0.0,0.9477
277,74,Paul Galvin Library,41.833675,-87.628336,The Commons,41.83604,-87.625535,0.4559,4,16.98,-0.00607,3,2.0,7,25800.69672611551,0.0,0.2158,0.0,0.0,0.9482
72,147,Cunningham Hall,41.83774,-87.623975,Perlstein Hall,41.835479,-87.627146,0.4727,5,23.81,0.00385,2,1.36,7,25837.23774339629,0.0,0.276545,0.0,0.0,0.9477
104,19,Farr Hall,41.834344,-87.623795,Perlstein Hall,41.835479,-87.627146,0.3965,2,18.8,0.00112,0,3.76,7,25842.760783395603,0.0,0.197512,0.0,0.0,0.9407
144,22,Kaplan Institute,41.836861,-87.6283,Pritzker Science Center,41.83793,-87.62738,0.1836,3,19.67,0.00488,1,0.16,7,25921.88901612121,0.0,0.121328,0.0,0.0,0.949
73,179,Cunningham Hall,41.83774,-87.623975,Perlstein Hall,41.835479,-87.627146,0.4727,3,25.58,0.006,1,0.95,7,25892.240467711214,0.0,0.274882,0.0,0.0,0.9477
79,131,Cunningham Hall,41.83774,-87.623975,S.R. Crown Hall,41.833199,-87.627273,0.7464,6,18.48,-0.00236,0,2.41,7,25824.144943061117,0.0,0.343318,0.0,0.0,0.9471
57,163,Cunningham Hall,41.83774,-87.623975,Main Building,41.834303,-87.629281,0.7572,6,21.42,0.00027,1,3.65,7,25877.236175005542,0.0,0.359339,0.0,0.0,0.947
217,168,McCormick Student Village,41.835527,-87.624207,S.R. Crown Hall,41.833199,-87.627273,0.4715,2,25.63,0.00475,1,0.93,7,25968.640918718418,0.0,0.262838,0.0,0.0,0.9478
203,184,McCormick Student Village,41.835527,-87.624207,Perlstein Hall,41.835479,-87.627146,0.3166,5,16.04,0.00916,2,1.7,7,25974.726739262056,0.0,0.235564,0.0,0.0,0.948
187,23,McCormick Student Village,41.835527,-87.624207,Main Building,41.834303,-87.629281,0.5744,5,15.93,0.00516,0,-0.19,7,25923.361279172605,0.0,0.376897,0.0,0.0,0.9439
339,17,Rowe Village Middle,41.833712,-87.626167,Perlstein Hall,41.835479,-87.627146,0.2763,8,19.66,0.00619,1,0.07,7,26007.456539826162,0.0,0.186278,0.0,0.0,0.9461
124,6,Grover M. Herman Hall,41.835681,-87.628387,Kaplan Institute,41.836861,-87.6283,0.1708,10,17.75,0.00776,2,0.3,7,26038.654109113082,0.0,0.137992,0.0,0.0,0.9444
75,5,Cunningham Hall,41.83774,-87.623975,Pritzker Science Center,41.83793,-87.62738,0.3677,6,21.87,0.0006,0,0.97,7,25961.212825187562,61.4,0.184311,0.2485,0.14587,0.944
86,36,Farr Hall,41.834344,-87.623795,Chemistry Research Building,41.831886,-87.628445,0.6141,4,23.18,0.00771,0,0.75,7,26035.96570252854,0.0,0.361949,0.0,0.0,0.9469
167,7,McCormick Student Village,41.835527,-87.624207,Chemistry Research Building,41.831886,-87.628445,0.6967,5,19.15,0.00148,2,0.76,7,25976.430548631783,29.3,0.386094,0.1611,0.08466,0.9432
204,11,McCormick Student Village,41.835527,-87.624207,Perlstein Hall,41.835479,-87.627146,0.3166,9,22.15,0.00491,1,0.22,7,26068.32524735835,28.3,0.200493,0.1611,0.084632,0.9442
17,33,Arthur S. Keating Sports Center,41.838985,-87.625566,The Commons,41.83604,-87.625535,0.4257,8,19.19,0.00745,0,0.55,7,26071.3989774414,0.0,0.276618,0.0,0.0,0.9477
14,20,Arthur S. Keating Sports Center,41.838985,-87.625566,Rowe Village Middle,41.833712,-87.626167,0.765,3,20.14,-0.00225,1,0.69,7,26020.56658515099,0.0,0.354806,0.0,0.0,0.9444
188,9,McCormick Student Village,41.835527,-87.624207,Main Building,41.834303,-87.629281,0.5744,3,22.63,0.00529,1,-1.09,7,26044.711494679632,28.5,0.337691,0.1611,0.086773,0.9397
177,18,McCormick Student Village,41.835527,-87.624207,Farr Hall,41.834344,-87.623795,0.1767,5,19.13,-0.00223,0,-0.47,7,26123.626021324908,27.6,0.09145,0.1611,0.085123,0.9455
179,10,McCormick Student Village,41.835527,-87.624207,Grover M. Herman Hall,41.835681,-87.628387,0.4507,4,14.72,-0.00135,2,0.76,7,26052.734012308134,25.1,0.265194,0.1611,0.081946,0.9433
270,21,Paul Galvin Library,41.833675,-87.628336,McCormick Student Village,41.835527,-87.624207,0.5191,3,22.39,-0.00141,2,1.96,7,26127.3859932014,0.0,0.251027,0.0,0.0,0.9464
233,73,McCormick Tribune Campus Center,41.835621,-87.625887,Arthur S. Keating Sports Center,41.838985,-87.625566,0.4875,3,21.46,0.00374,1,-2.53,7,26142.14046144926,0.0,0.288112,0.0,0.0,0.9476
355,20,Rowe Village Middle,41.833712,-87.626167,The Commons,41.83604,-87.625535,0.3433,5,21.54,0.00602,0,1.73,7,26166.721521843385,0.0,0.20083,0.0,0.0,0.9427
317,8,Pritzker Science Center,41.83793,-87.62738,Perlstein Hall,41.835479,-87.627146,0.3552,4,18.41,-0.00396,0,2.53,7,26156.098198650983,0.0,0.156822,0.0,0.0,0.9462
303,2,Perlstein Hall,41.835479,-87.627146,The Commons,41.83604,-87.625535,0.1915,3,13.42,0.00426,2,-0.7,7,26177.07376960817,0.0,0.146445,0.0,0.0,0.9417
324,22,Pritzker Science Center,41.83793,-87.62738,The Commons,41.83604,-87.625535,0.3378,3,19.62,-0.00478,1,3.36,7,26188.93373417241,0.0,0.146164,0.0,0.0,0.9477
304,11,Perlstein Hall,41.835479,-87.627146,The Commons,41.83604,-87.625535,0.1915,3,20.38,-0.00181,0,0.32,7,26223.38673453906,0.0,0.095141,0.0,0.0,0.9434
102,68,Farr Hall,41.834344,-87.623795,Paul Galvin Library,41.833675,-87.628336,0.4986,2,19.34,0.00307,0,1.98,7,26174.680823316794,0.0,0.26722,0.0,0.0,0.9477
107,52,Farr Hall,41.834344,-87.623795,Pritzker Science Center,41.83793,-87.62738,0.6464,8,19.43,0.00029,1,1.23,7,26165.029106962356,0.0,0.339351,0.0,0.0,0.9471
334,26,Rowe Village Middle,41.833712,-87.626167,Main Building,41.834303,-87.629281,0.3461,9,17.37,-0.00691,2,0.15,7,26216.923478317294,0.0,0.167234,0.0,0.0,0.9419
321,5,Pritzker Science Center,41.83793,-87.62738,S.R. Crown Hall,41.833199,-87.627273,0.684,6,16.09,0.00335,0,1.64,7,26135.657925274198,0.0,0.412627,0.0,0.0,0.9406
234,88,McCormick Tribune Campus Center,41.835621,-87.625887,Arthur S. Keating Sports Center,41.838985,-87.625566,0.4875,3,23.04,-0.0022,0,3.22,7,26215.87346889552,0.0,0.201455,0.0,0.0,0.9475
137,10,Grover M. Herman Hall,41.835681,-87.628387,S.R. Crown Hall,41.833199,-87.627273,0.3783,8,18.36,-0.01251,1,-1.28,7,26233.337279429685,0.0,0.137338,0.0,0.0,0.9422
36,1,Chemistry Research Building,41.831886,-87.628445,The Commons,41.83604,-87.625535,0.6773,4,18.36,-0.00614,1,2.18,7,26174.99610454347,0.0,0.278879,0.0,0.0,0.9396
310,44,Pritzker Science Center,41.83793,-87.62738,Arthur S. Keating Sports Center,41.838985,-87.625566,0.2478,7,20.51,0.00045,0,0.74,7,26272.987951101997,0.0,0.130964,0.0,0.0,0.9489
330,45,Rowe Village Middle,41.833712,-87.626167,Kaplan Institute,41.836861,-87.6283,0.5099,4,21.17,-0.00042,2,-1.61,7,26239.985780072995,0.0,0.275621,0.0,0.0,0.9477
114,84,Farr Hall,41.834344,-87.623795,S.R. Crown Hall,41.833199,-87.627273,0.4095,4,23.32,0.00386,1,0.8,7,26269.63817624343,0.0,0.232304,0.0,0.0,0.948
108,18,Farr Hall,41.834344,-87.623795,Pritzker Science Center,41.83793,-87.62738,0.6464,4,28.35,-0.00806,0,-0.44,7,26260.076734350903,0.0,0.205502,0.0,0.0,0.9437
74,49,Cunningham Hall,41.83774,-87.623975,Perlstein Hall,41.835479,-87.627146,0.4727,5,20.14,-0.00762,1,0.6,7,26202.92522051505,56.9,0.187488,0.2485,0.140729,0.9472
209,21,McCormick Student Village,41.835527,-87.624207,Pritzker Science Center,41.83793,-87.62738,0.4873,5,18.85,0.00503,0,-0.34,7,26267.52809263556,0.0,0.296151,0.0,0.0,0.9439
267,90,Paul Galvin Library,41.833675,-87.628336,Kaplan Institute,41.836861,-87.6283,0.4606,4,14.59,-0.00814,0,1.67,7,26256.559763549238,0.0,0.20623,0.0,0.0,0.9483
59,81,Cunningham Hall,41.83774,-87.623975,Main Building,41.834303,-87.629281,0.7572,4,22.8,-0.00381,0,-1.44,7,26211.46748253203,39.5,0.318764,0.2485,0.125188,0.9462
58,42,Cunningham Hall,41.83774,-87.623975,Main Building,41.834303,-87.629281,0.7572,11,21.5,-0.00489,2,0.04,7,26198.572258732078,50.5,0.336227,0.2485,0.133847,0.9412
6,65,Arthur S. Keating Sports Center,41.838985,-87.625566,Main Building,41.834303,-87.629281,0.7862,3,16.76,0.00844,2,2.27,7,26211.36423487457,0.0,0.526597,0.0,0.0,0.9455
218,2,McCormick Student Village,41.835527,-87.624207,S.R. Crown Hall,41.833199,-87.627273,0.4715,3,18.22,0.00294,0,1.56,7,26271.174424747755,39.5,0.262512,0.1611,0.094566,0.9387
319,52,Pritzker Science Center,41.83793,-87.62738,Rowe Village Middle,41.833712,-87.626167,0.6236,8,19.53,0.00584,0,1.94,7,26290.496623799492,0.0,0.372694,0.0,0.0,0.944
32,7,Chemistry Research Building,41.831886,-87.628445,Pritzker Science Center,41.83793,-87.62738,0.8812,2,18.05,-0.00244,0,4.77,7,26231.548507661824,0.0,0.379466,0.0,0.0,0.94
158,0,Main Building,41.834303,-87.629281,S.R. Crown Hall,41.833199,-87.627273,0.2688,4,25.03,0.00163,1,0.32,7,26370.684231208903,0.0,0.152768,0.0,0.0,0.9401
200,11,McCormick Student Village,41.835527,-87.624207,Paul Galvin Library,41.833675,-87.628336,0.5191,6,21.18,-0.0021,1,-0.96,7,26302.5130348318,27.9,0.254969,0.1611,0.086089,0.9405
251,89,McCormick Tribune Campus Center,41.835621,-87.625887,Rowe Village Middle,41.833712,-87.626167,0.2776,4,13.89,-0.00504,1,3.76,7,26370.374455554116,0.0,0.141499,0.0,0.0,0.9488
76,88,Cunningham Hall,41.83774,-87.623975,Pritzker Science Center,41.83793,-87.62738,0.3677,5,20.5,0.00284,0,1.31,7,26359.484996099443,37.9,0.199803,0.2485,0.118356,0.9448
47,44,Cunningham Hall,41.83774,-87.623975,Kaplan Institute,41.836861,-87.6283,0.4828,5,20.71,0.00385,0,3.17,7,26349.529095325495,39.6,0.257984,0.2485,0.115616,0.9457
48,73,Cunningham Hall,41.83774,-87.623975,Kaplan Institute,41.836861,-87.6283,0.4828,3,21.02,-0.00208,1,-1.6,7,26352.178563710204,47.0,0.238716,0.2485,0.133761,0.9444
77,97,Cunningham Hall,41.83774,-87.623975,Pritzker Science Center,41.83793,-87.62738,0.3677,7,20.55,0.00124,0,2.59,7,26378.990467840493,46.2,0.187894,0.2485,0.122566,0.9474
149,6,Kaplan Institute,41.836861,-87.6283,The Commons,41.83604,-87.625535,0.3206,5,24.53,0.00201,1,-0.92,7,26462.25695235305,0.0,0.182955,0.0,0.0,0.9428
115,100,Farr Hall,41.834344,-87.623795,S.R. Crown Hall,41.833199,-87.627273,0.4095,3,18.34,0.00482,2,3.58,7,26480.421779273816,0.0,0.247437,0.0,0.0,0.9479
370,22,The Commons,41.83604,-87.625535,Arthur S. Keating Sports Center,41.838985,-87.625566,0.4257,8,17.68,-0.00622,0,1.62,7,26484.789510615996,0.0,0.181183,0.0,0.0,0.9462
210,20,McCormick Student Village,41.835527,-87.624207,Pritzker Science Center,41.83793,-87.62738,0.4873,5,20.54,0.01322,1,-1.63,7,26471.70507060743,24.3,0.367274,0.1611,0.084745,0.9388
189,1,McCormick Student Village,41.835527,-87.624207,Main Building,41.834303,-87.629281,0.5744,8,20.51,0.00418,1,-0.46,7,26451.257487260336,34.7,0.344973,0.1611,0.092418,0.9359
97,116,Farr Hall,41.834344,-87.623795,Main Building,41.834303,-87.629281,0.5909,2,25.65,0.00673,1,5.63,7,26504.61803681988,0.0,0.319523,0.0,0.0,0.9473
313,7,Pritzker Science Center,41.83793,-87.62738,Kaplan Institute,41.836861,-87.6283,0.1836,1,23.38,-0.00134,0,1.19,7,26564.73857521897,0.0,0.087742,0.0,0.0,0.9393
